StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,age_guess_2,impressions_1,impressions_2,impressions_3,impressions_4,impressions_5,impressions_6,impressions_7,impressions_8,free,associate_1,associate_2,associate_3,judge_1,judge_2,age,gen,race_1,race_2,race_3,race_4,race_5,race_6,race_6_TEXT,id,BEARD,GLASSES
4/28/19 11:48,4/28/19 11:50,0,108.68.145.163,100,131,1,4/28/19 11:50,R_2dX8CC9iugomZD1,,,,,25.66659546,-80.4036026,anonymous,EN,0,0,11.24,0,32,2,3,3,6,4,4,5,4,,4,3,4,4,5,34,2,1,,,,,,,,0,0
4/28/19 11:49,4/28/19 11:50,0,213.205.240.92,100,87,1,4/28/19 11:50,R_2UbaY7bm4gh3iC9,,,,,51.52780151,0.026000977,anonymous,EN,0,0,15.013,0,30,4,5,5,6,5,5,6,5,,5,6,6,4,4,37,1,1,,,,,,,,0,1
4/28/19 11:49,4/28/19 11:50,0,50.89.227.185,100,112,1,4/28/19 11:50,R_1Kyd4MAbO6ISTz0,,,,,28.03129578,-80.59950256,anonymous,EN,2.884,2.884,15.012,1,26,5,5,6,6,5,5,6,5,Seems like someone fun to hang out with.,5,5,4,5,5,42,2,1,,,,,,,,0,1
4/28/19 11:49,4/28/19 11:51,0,98.157.147.226,100,111,1,4/28/19 11:51,R_2SBvurz5xMYMotU,,,,,37.09950256,-84.11309814,anonymous,EN,0,0,13.581,0,25,4,4,4,4,4,4,4,4,N/A,4,4,4,4,4,60,2,1,,,,,,,,0,1
4/28/19 11:49,4/28/19 11:51,0,172.58.224.178,100,122,1,4/28/19 11:51,R_3n2G8fZg5KpVUPZ,,,,,40.68009949,-73.92070007,anonymous,EN,0.973,0.973,11.432,1,28,7,7,7,7,7,7,7,7,He's cute does he like black chicks you my email 😘,6,6,7,6,6,25,2,,1,1,1,1,,,,1,0
4/28/19 11:49,4/28/19 11:51,0,76.117.162.199,100,126,1,4/28/19 11:51,R_2TSDCukdCGGEA2v,,,,,40.80220032,-74.19139862,anonymous,EN,0,0,15.01,0,35,1,2,4,5,3,5,1,2,A jarring and unnatural smile ,1,2,2,5,5,41,1,,1,,,,,,,1,1
4/28/19 11:48,4/28/19 11:51,0,75.143.203.90,100,179,1,4/28/19 11:51,R_3oAxX7wVyFjg9Tk,,,,,47.49499512,-111.2501984,anonymous,EN,11.235,11.235,14.735,1,25,6,6,6,6,5,5,6,5,,5,5,5,5,5,57,2,1,,,,,,,,1,0
4/28/19 11:48,4/28/19 11:51,0,186.65.114.93,100,173,1,4/28/19 11:51,R_2VfnKBbbiXqnJX7,,,,,40.75030518,-74.00140381,anonymous,EN,0,0,16.027,0,90,7,7,7,6,7,7,6,7,HANDSOME,6,7,6,6,7,27,1,1,,,,,,,,1,1
4/28/19 11:49,4/28/19 11:51,0,70.15.84.214,100,150,1,4/28/19 11:51,R_2BfEjML9ngDayYS,,,,,41.22079468,-75.77359772,anonymous,EN,0,0,12.492,0,40,6,6,6,6,6,6,6,6,I was mostly noticing his excitement and he need a shave.,6,6,6,2,4,67,1,1,,,,,,,,1,0
4/28/19 11:50,4/28/19 11:52,0,173.168.89.32,100,108,1,4/28/19 11:52,R_0PNIswoHroHVdRL,,,,,28.14900208,-82.04109955,anonymous,EN,0,0,11.633,0,23,5,5,4,5,4,5,6,4,"Looks like a goofy person, perhaps outgoing and enjoys being around others.",5,5,4,5,5,27,1,1,,,,,,,,0,1
4/28/19 11:50,4/28/19 11:52,0,173.173.161.231,100,108,1,4/28/19 11:52,R_1Dr2rKErtzygDJA,,,,,26.42149353,-99.00250244,anonymous,EN,1.126,1.126,15.764,1,28,4,4,6,6,5,6,7,5,Nice hair.,5,5,4,5,5,23,1,1,,,,,,,,1,0
4/28/19 11:50,4/28/19 11:52,0,173.20.149.219,100,123,1,4/28/19 11:52,R_2478M86agpjm0YW,,,,,41.63439941,-91.50540161,anonymous,EN,0,0,12.112,0,33,4,5,5,6,6,6,6,5,Happy,4,5,5,3,4,27,2,1,,,,,,,,1,0
4/28/19 11:50,4/28/19 11:52,0,67.42.98.244,100,121,1,4/28/19 11:52,R_2ypdJtjkq8NADjG,,,,,47.37860107,-122.6999969,anonymous,EN,7.486,14.275,15.012,2,34,4,5,5,5,5,5,5,5,Seemed kind of goofy.,5,5,4,6,6,43,2,1,,,,,,,,0,1
4/28/19 11:51,4/28/19 11:52,0,74.132.10.7,100,88,1,4/28/19 11:52,R_2BahXEYsHOWCZnn,,,,,38.23449707,-85.72360229,anonymous,EN,0,0,11.484,0,30,6,6,6,6,6,5,6,6,Looks friendly and fun!,6,6,3,6,6,35,2,1,,,,,,,,1,1
4/28/19 11:50,4/28/19 11:53,0,75.161.135.57,100,191,1,4/28/19 11:53,R_a5krgMHMymoqPlf,,,,,35.13690186,-106.5198975,anonymous,EN,0,0,11.303,0,26,4,4,5,6,4,4,6,4,Seemed like a fun and funny guy--most likely able to make a boring time a bit more entertaining.,5,6,4,4,5,31,1,1,,,,,,,,1,1
4/28/19 11:51,4/28/19 11:53,0,75.72.215.240,100,141,1,4/28/19 11:53,R_3yLiwvrCFy06Qfv,,,,,44.94020081,-93.21880341,anonymous,EN,0,0,11.3,0,26,5,4,6,6,4,4,5,5,The open mouth smile was distinct,6,5,5,5,5,23,1,1,,,,,,,,0,0
4/28/19 11:52,4/28/19 11:53,0,108.6.80.122,100,77,1,4/28/19 11:53,R_0BP7jnn0mtgqNDr,,,,,40.85270691,-73.93830109,anonymous,EN,4.353,4.353,11.701,1,22,4,3,6,6,4,4,5,4,He was making a silly face,4,4,3,5,4,30,2,1,,,,,,,,0,0
4/28/19 11:52,4/28/19 11:54,0,67.53.249.114,100,121,1,4/28/19 11:54,R_UEewhDDEdCwC93P,,,,,44.55220032,-88.07879639,anonymous,EN,0,0,15.08,0,31,5,5,7,7,5,2,7,6,It just looks like he would be the life of the party or overcompensating for crippling depression.,6,7,5,7,7,32,1,1,,,,,,,,0,1
4/28/19 11:51,4/28/19 11:54,0,71.209.251.42,100,138,1,4/28/19 11:54,R_qUa9jNzelki3BgB,,,,,33.53390503,-112.1722031,anonymous,EN,0,0,13.119,0,24,4,4,4,4,4,4,4,4,like any other,4,4,4,4,4,55,1,1,,,,,,,,0,0
4/28/19 11:52,4/28/19 11:54,0,174.100.149.123,100,140,1,4/28/19 11:54,R_2bH7BqsKYd32Xxj,,,,,41.0328064,-81.438797,anonymous,EN,6.892,6.892,11.655,1,29,5,4,5,5,4,4,4,4,None,4,3,4,4,4,27,2,1,1,,,,,,,1,1
4/28/19 11:52,4/28/19 11:54,0,174.48.205.52,100,138,1,4/28/19 11:54,R_2XoB41216YRsID8,,,,,26.71650696,-80.06790161,anonymous,EN,0,0,13.937,0,25,7,7,7,7,7,7,7,7,Reminded me of the typical college student in the US.,6,6,5,4,5,61,2,1,,,,,,,,1,1
4/28/19 11:50,4/28/19 11:54,0,172.56.6.94,100,246,1,4/28/19 11:54,R_27x4uqutPiTr7oG,,,,,32.9992981,-96.83460236,anonymous,EN,8.027,8.027,15.011,1,26,5,5,5,6,4,5,6,4,"I thought he looks like Jimmy Kimmel.  Average-looking guy, looks friendly, and he has nice teeth.",5,5,4,5,5,38,1,1,,,,,,,,0,0
4/28/19 11:50,4/28/19 11:54,0,174.68.149.36,100,213,1,4/28/19 11:54,R_DtJiqGievWMvmDf,,,,,36.05880737,-115.3104019,anonymous,EN,5.919,5.919,15.019,1,29,7,7,5,7,7,6,7,5,To me he looks like a teacher or a medical student.,5,7,7,7,7,29,2,,,,1,,,,,1,1
4/28/19 11:52,4/28/19 11:55,0,24.15.227.25,100,156,1,4/28/19 11:55,R_2zAU84tE8uYJB7Y,,,,,41.90170288,-87.65630341,anonymous,EN,0,0,14.715,0,27,3,5,5,6,6,4,4,6,funny; good sesnse of humor,5,5,4,6,6,34,1,1,,,,,,,,0,0
4/28/19 11:53,4/28/19 11:55,0,172.116.185.230,100,82,1,4/28/19 11:55,R_pKKcJ2zMydynNXb,,,,,34.10600281,-118.3607025,anonymous,EN,0,0,11.545,0,24,4,5,6,6,5,4,4,6,It's a bit of a cringey selfie but he just looks uncomfortable but playful,5,5,4,6,6,30,1,1,,,,,,,,0,0
4/28/19 11:53,4/28/19 11:55,0,108.249.19.59,100,91,1,4/28/19 11:55,R_2tmPDL0IYB3mMK3,,,,,34.19110107,-80.97579956,anonymous,EN,0,0,11.69,0,28,3,4,4,6,4,5,5,5,his eyebrows should be trimmed,6,6,2,5,5,43,2,1,,,,,,,,0,0
4/28/19 11:51,4/28/19 11:55,0,199.241.125.83,100,246,1,4/28/19 11:55,R_88QFUe7VdUzHIBz,,,,,44.97520447,-93.26119995,anonymous,EN,0,0,13.789,0,33,7,7,7,7,7,7,7,7,Cute,6,6,7,7,7,40,1,,,1,,,,,,1,0
4/28/19 11:53,4/28/19 11:55,0,174.198.10.206,100,103,1,4/28/19 11:55,R_2t4hdEMt2g11KNW,,,,,42.06480408,-87.93560028,anonymous,EN,0,0,13.631,0,32,4,5,7,7,5,5,7,7,He seems goofy and nice.,7,7,7,7,7,39,2,1,,,,,,,,0,1
4/28/19 11:50,4/28/19 11:55,0,45.61.48.19,100,307,1,4/28/19 11:55,R_2TUipygT8D3dMai,,,,,37.75100708,-97.8219986,anonymous,EN,0,0,11.67,0,79,4,5,4,5,3,4,3,4,one photo,6,5,6,6,5,25,2,,,,1,,,,,0,1
4/28/19 11:53,4/28/19 11:55,0,67.249.158.145,100,117,1,4/28/19 11:55,R_3QR9c4qT0eGFegQ,,,,,43.10609436,-75.2335968,anonymous,EN,0,0,11.429,0,20,7,7,7,7,7,7,7,7,"He looked like a kid in college, probably the one who put up this survey. He reminded me of my sons, who are a bit younger but will be his age in a few years. He looked like a nice guy. Beautiful eyes, nice smile, and fun demeanor.",6,6,6,4,6,48,2,1,,,,,,,,1,0
4/28/19 11:53,4/28/19 11:56,0,196.17.65.106,100,186,1,4/28/19 11:56,R_1EZqRtlbiwC3pMw,,,,,34.05439758,-118.2440033,anonymous,EN,0,0,13.64,0,90,7,5,6,6,7,5,7,6,honest,6,7,6,7,6,28,1,1,,,,,,,,1,1
4/28/19 11:54,4/28/19 11:56,0,75.177.149.100,100,102,1,4/28/19 11:56,R_2QWpJwaUchqfvH3,,,,,35.78019714,-78.48609924,anonymous,EN,0,0,15.015,0,25,5,6,5,6,5,5,6,6,This person seems genuine. ,6,6,5,5,5,49,2,1,,,,,,,,1,0
4/28/19 11:55,4/28/19 11:56,0,71.224.241.36,100,75,1,4/28/19 11:56,R_12PBYzMUziidaSO,,,,,40.08999634,-75.03630066,anonymous,EN,1.036,13.38,14.065,3,35,5,5,4,7,4,5,7,5,he seem silly. ,6,6,6,6,4,33,2,1,,,,,,,,0,0
4/28/19 11:53,4/28/19 11:56,0,67.167.245.220,100,205,1,4/28/19 11:56,R_3oGYgwnIesctPdD,,,,,42.01069641,-87.66570282,anonymous,EN,7.921,7.921,15.009,1,28,6,5,7,7,6,5,7,7,"The person seems to have a lot of self-assuredness in themself, and joy in their life. That smile is super genuine and playful, and their expressive face makes me trust them immediately. They look like someone who's very supportive and compassionate toward their loved ones. My impression was overwhelmingly positive!",6,7,6,7,6,23,2,1,,,,,,,,1,1
4/28/19 11:52,4/28/19 11:56,0,72.211.163.142,100,264,1,4/28/19 11:56,R_2YGidr6Cl3YNMjr,,,,,33.53390503,-112.1722031,anonymous,EN,0,0,15.12,0,21,5,5,6,6,5,5,6,6,seemed like a fun person that doesn't take himself or life too seriously.,7,7,4,5,5,47,1,1,,,,,,,,1,0
4/28/19 11:54,4/28/19 11:56,0,24.29.228.37,100,124,1,4/28/19 11:56,R_1gUrbQQepqXNGLh,,,,,41.24029541,-82.60780334,anonymous,EN,0,0,14.313,0,26,5,6,6,6,5,5,6,6,Resembles a friend of mine.,6,6,6,5,5,28,1,1,,,,,,,,0,1
4/28/19 11:56,4/28/19 11:57,0,72.95.14.58,100,74,1,4/28/19 11:57,R_6xwxrh8PApfb0qt,,,,,40.17880249,-77.00469971,anonymous,EN,0,0,12.017,0,22,1,3,6,6,4,4,6,4,Nice guy,4,4,4,4,5,38,1,1,,,,,,,,0,0
4/28/19 11:56,4/28/19 11:57,0,68.55.239.196,100,100,1,4/28/19 11:57,R_27p53J4UNnynMb1,,,,,42.65629578,-83.12310028,anonymous,EN,0,0,11.279,0,22,4,4,5,5,4,4,6,4,"Had a snarky kinda smile, but I would've done that too.",6,6,5,5,5,52,1,1,,,,,,,,1,0
4/28/19 11:55,4/28/19 11:58,0,72.191.11.188,100,144,1,4/28/19 11:58,R_pg6crefImoaBRiV,,,,,29.41479492,-98.46009827,anonymous,EN,4.521,11.977,15.108,2,22,5,5,5,5,5,5,5,5,Happy!,6,6,6,6,6,48,2,1,,,,,,,,1,1
4/28/19 11:56,4/28/19 11:58,0,75.58.164.77,100,113,1,4/28/19 11:58,R_3L7FV8AwfR5Llen,,,,,29.51820374,-98.36270142,anonymous,EN,0,0,14.301,0,25,5,6,6,7,6,5,7,5,He looked kind of like Seth Rogen,5,5,3,4,5,40,2,1,,,,,,,,1,1
4/28/19 11:56,4/28/19 11:58,0,66.24.15.109,100,114,1,4/28/19 11:58,R_2aS9aUVDx0aF352,,,,,42.18049622,-76.83450317,anonymous,EN,0,0,12.496,0,26,5,4,6,6,5,6,6,6,"I think it's a bit of a closeup photo so kind of unflattering. If it was taken a few inches further back, he would be really hot. ",7,7,6,5,5,23,2,1,,,,,,,,0,0
4/28/19 11:57,4/28/19 11:59,0,50.53.13.245,100,118,1,4/28/19 11:59,R_32IOFwhz5G8TTYr,,,,,45.52209473,-122.8585052,anonymous,EN,3.572,3.572,15.13,1,34,4,4,6,6,4,5,6,6,He seemed happy and like a nice person.,5,5,4,5,5,36,2,1,,,,,,,,1,0
4/28/19 11:58,4/28/19 11:59,0,75.38.182.192,100,92,1,4/28/19 11:59,R_27HjPIzVQlYPdGd,,,,,42.56860352,-83.06680298,anonymous,EN,0,0,11.983,0,28,6,5,7,7,4,3,4,5,Seems like a friendly and happy guy.,6,6,6,5,5,33,1,1,,,,,,,,0,0
4/28/19 11:56,4/28/19 12:00,0,196.19.245.175,100,199,1,4/28/19 12:00,R_3h9Yj9LJc3rlBu9,,,,,39.09970093,-94.57859802,anonymous,EN,4.22,4.731,15.113,3,72,6,7,6,5,6,7,5,6,he is looks handsome.,6,7,5,6,5,27,1,1,,,,,,,,0,1
4/28/19 11:58,4/28/19 12:00,0,184.90.247.11,100,98,1,4/28/19 12:00,R_1jKaHRvNf7JmUWh,,,,,28.49859619,-81.53530121,anonymous,EN,0,0,13.34,0,26,2,5,5,4,5,4,4,5,He seemed kind of nerdy.,5,5,5,3,3,30,1,1,,,,,,,,0,1
4/28/19 11:58,4/28/19 12:00,0,73.223.55.94,100,143,1,4/28/19 12:00,R_26gaY5HloFh1fWM,,,,,37.72009277,-122.4413986,anonymous,EN,3.195,10.786,13.774,2,27,5,5,6,6,4,4,6,5,He had a nice smile and seemed happy.,6,6,5,5,5,27,2,,,,1,,,,,1,0
4/28/19 11:57,4/28/19 12:00,0,71.217.85.75,100,181,1,4/28/19 12:00,R_2P82wkokvu4gwle,,,,,35.40370178,-78.542099,anonymous,EN,0,0,12.398,0,22,4,5,6,7,5,4,7,4,He was smiling big.  Seemed to enjoy life.  Had a scraggly beard starting which might indicate lack of attention to his appearance and perhaps lack of discipline.,5,6,3,2,2,60,1,1,,,,,,,,1,1
4/28/19 11:57,4/28/19 12:01,0,184.16.199.153,100,193,1,4/28/19 12:01,R_1eKsHp6RZKrwcOK,,,,,41.23910522,-85.16770172,anonymous,EN,0,0,15.01,0,33,7,7,7,7,7,7,7,7,He seems friendly and funny and nice.,7,7,7,6,6,37,2,,,,1,,,,,1,1
4/28/19 12:00,4/28/19 12:01,0,96.240.23.164,100,67,1,4/28/19 12:01,R_SNNMTKpSxlfDY4x,,,,,40.72419739,-74.1977005,anonymous,EN,0,0,12.201,0,23,3,5,5,5,4,4,5,5,n/a,3,3,3,5,5,22,2,1,,,,,,,,0,1
4/28/19 11:59,4/28/19 12:01,0,131.93.158.122,100,81,1,4/28/19 12:01,R_11azAfvchrD6WwV,,,,,46.46380615,-90.15879822,anonymous,EN,0,0,11.764,0,25,2,5,3,4,5,5,5,3,It was way close up.,5,4,3,5,4,28,2,1,,,,,,,,0,1
4/28/19 12:00,4/28/19 12:01,0,67.204.142.123,100,85,1,4/28/19 12:01,R_5BeWE9dO6toFZuh,,,,,44.27619934,-121.1847,anonymous,EN,0,0,15.111,0,25,6,6,7,7,6,6,7,6,happy,6,6,5,5,5,36,2,1,,,,,,,,1,0
4/28/19 11:59,4/28/19 12:01,0,67.172.148.80,100,119,1,4/28/19 12:01,R_2xESJncA72qEoi2,,,,,40.01420593,-105.2853012,anonymous,EN,0,0,11.597,0,27,3,4,5,5,4,5,5,5,pretty excited looking,5,5,5,4,2,21,1,1,,,,,,,,1,0
4/28/19 11:59,4/28/19 12:01,0,173.130.188.224,100,116,1,4/28/19 12:01,R_vB77JJ8gQIRudCp,,,,,28.77400208,-81.64389801,anonymous,EN,0,0,13.477,0,29,4,5,5,6,4,4,4,5,Seemed like a nice guy,5,6,5,5,5,48,1,,,,,,1,Hispanic,,0,1
4/28/19 12:00,4/28/19 12:02,0,68.174.59.124,100,92,1,4/28/19 12:02,R_YaYqwWFfaLTSHbH,,,,,42.19560242,-74.13379669,anonymous,EN,0.793,0.793,15.007,1,30,6,6,6,6,6,6,6,6,He has a beautiful smile that reaches his eyes.,6,6,5,5,5,26,2,1,,,,,,,,1,0
4/28/19 12:00,4/28/19 12:02,0,70.44.106.168,100,128,1,4/28/19 12:02,R_2Bo0hPxfuVWIftr,,,,,40.12219238,-76.7736969,anonymous,EN,0,0,15.113,0,35,2,2,4,7,7,7,7,7,he seems funnny outgoing happy go lucky,6,6,6,6,6,35,1,1,,,,,,,,1,0
4/28/19 12:00,4/28/19 12:02,0,71.229.61.78,100,138,1,4/28/19 12:02,R_u2GwlCaJhc42FX3,,,,,31.98899841,-81.09790039,anonymous,EN,0,0,15.008,0,24,5,6,5,6,6,5,6,5,"seemed upbeat, ",5,6,4,6,6,60,1,1,,,,,,,,0,1
4/28/19 12:00,4/28/19 12:02,0,47.34.155.174,100,100,1,4/28/19 12:02,R_sRW37xCE5OA0h7H,,,,,34.55630493,-117.3527985,anonymous,EN,0,0,13.997,0,22,1,5,5,7,5,5,7,4,They seemed like a very happy individual. Very confident in taking a close up picture that big.,2,2,3,6,6,28,2,1,,,,,,,,0,0
4/28/19 12:01,4/28/19 12:03,0,192.154.226.22,100,85,1,4/28/19 12:03,R_TpgGhx6Tp5JkUlr,,,,,32.84249878,-117.2483978,anonymous,EN,0,0,15.661,0,30,6,6,5,5,5,4,4,5,it was good impression,6,5,5,5,6,23,2,,,,1,,,,,1,0
4/28/19 12:01,4/28/19 12:03,0,12.38.35.6,100,102,1,4/28/19 12:03,R_1M19SKb9rVWKYJX,,,,,28.55149841,-81.30509949,anonymous,EN,1.612,2.844,15.011,4,36,4,5,6,6,7,6,6,7,The seem like a very competent individual and like to have fun when not occupied with responsibilities.,6,7,6,6,6,28,1,1,1,,,,1,Mixed Race (White & Black),,0,0
4/28/19 12:02,4/28/19 12:03,0,73.172.118.51,100,97,1,4/28/19 12:03,R_1guRNx13Sk2wJpQ,,,,,39.35209656,-76.56439972,anonymous,EN,0,0,11.039,0,25,4,4,5,6,4,4,5,5,Looks a lot like someone I know,6,5,4,5,6,56,1,1,,,,,,,,0,1
4/28/19 12:00,4/28/19 12:03,0,71.94.255.159,100,175,1,4/28/19 12:03,R_248jSCVAzEwpahm,,,,,43.01620483,-123.2850952,anonymous,EN,1.309,14.437,15.01,5,22,4,6,7,7,6,4,7,4,"He needs a shave, or at least something to make his bread (facial hair) not look so scrubby.",5,5,4,5,7,68,2,1,,,,,,,,1,1
4/28/19 12:01,4/28/19 12:03,0,174.208.8.26,100,115,1,4/28/19 12:03,R_xb9AAM44NWZlM1X,,,,,40.73109436,-111.8564987,anonymous,EN,0,0,13.545,0,21,3,3,7,7,5,4,4,6,"They looked like a Disney or Pixar character, kind of goofy looking. They would be kind and happy, but unsure of competence.",7,6,5,5,5,32,1,1,,,,,,,,0,1
4/28/19 12:02,4/28/19 12:03,0,107.77.208.33,100,80,1,4/28/19 12:03,R_2Rb7Ir0uxkfezlU,,,,,41.84829712,-87.65170288,anonymous,EN,5.727,9.29,11.08,3,27,4,5,4,5,4,5,5,5,None,4,3,4,4,5,37,2,1,,,,,,,,1,1
4/28/19 12:02,4/28/19 12:04,0,24.154.173.185,100,93,1,4/28/19 12:04,R_2S0vORWhQtr97Z9,,,,,40.6217041,-79.94309998,anonymous,EN,0,0,11.753,0,29,3,4,5,5,4,4,3,4,None,5,5,4,3,3,32,2,1,,,,,,,,1,0
4/28/19 12:01,4/28/19 12:04,0,76.85.6.110,100,167,1,4/28/19 12:04,R_3kh5YSZCSh8inup,,,,,32.85479736,-97.08190155,anonymous,EN,13.185,14.367,15.011,2,30,4,5,5,6,4,4,5,6,Fun,5,5,5,5,5,60,2,1,,,,,,,,1,1
4/28/19 12:03,4/28/19 12:04,0,108.35.35.108,100,65,1,4/28/19 12:04,R_1PS2wvQIZJBZEFg,,,,,40.95480347,-73.96019745,anonymous,EN,0,0,11.46,0,23,4,5,6,7,5,5,6,5,Seems like a friendly guy!,6,6,5,5,6,33,1,,,,1,,,,,0,0
4/28/19 12:02,4/28/19 12:04,0,74.130.92.251,100,118,1,4/28/19 12:04,R_1HeMipO8Im2VAQw,,,,,38.45680237,-85.66059875,anonymous,EN,1.343,12.024,12.413,3,26,4,6,7,7,7,7,7,7,"Good facial structure , but personally not attracted ",6,6,6,3,6,20,1,1,,,,,,,,1,1
4/28/19 12:02,4/28/19 12:04,0,67.140.5.18,100,125,1,4/28/19 12:04,R_2Seq19z8VbGucsC,,,,,37.09950256,-84.11309814,anonymous,EN,0,0,15.008,0,27,4,4,5,6,4,4,5,5,He looks like he has a goofy personality,5,5,4,5,5,26,2,1,,,,,,,,0,0
4/28/19 12:02,4/28/19 12:04,0,73.85.201.24,100,123,1,4/28/19 12:04,R_2EnRVkWSEWQsojp,,,,,25.78460693,-80.23300171,anonymous,EN,2.637,6.619,15.077,2,27,3,7,6,7,3,5,4,5,Look like he very funny ,5,4,3,6,6,37,2,,1,,,,,,,1,1
4/28/19 12:03,4/28/19 12:05,0,174.255.8.32,100,81,1,4/28/19 12:05,R_6FPUiLDtV8BiVcl,,,,,37.75100708,-97.8219986,anonymous,EN,0,0,13.189,0,19,2,6,5,5,4,5,5,5,"He looked very happy, and outgoing.",6,6,4,6,6,35,2,1,,,,,,,,1,1
4/28/19 12:02,4/28/19 12:05,0,74.194.232.152,100,136,1,4/28/19 12:05,R_3mk0jS7XtVidY0R,,,,,33.6546936,-97.15830231,anonymous,EN,0,0,15.11,0,27,2,4,5,6,4,5,3,6,the photo was goofy will impress the ladies probably ,4,5,4,3,4,35,1,1,,,,,,,,1,1
4/28/19 12:03,4/28/19 12:05,0,99.203.21.152,100,147,1,4/28/19 12:05,R_1i2LprXt1szJ8YE,,,,,35.29159546,-80.82009888,anonymous,EN,0,0,13.977,0,34,5,4,6,6,4,4,5,4,"Very happy and smiley, maybe a little crazy.",4,6,3,3,4,37,2,1,,,,,,,,0,0
4/28/19 12:03,4/28/19 12:05,0,73.143.198.81,100,136,1,4/28/19 12:05,R_2ONI3BnvaOu6qVO,,,,,41.67390442,-70.19490051,anonymous,EN,0,0,15.006,0,25,3,5,5,5,4,4,4,4,he looks friendly and nice to be around,5,3,3,4,4,23,1,1,,,,,,,,1,1
4/28/19 12:04,4/28/19 12:05,0,172.58.139.117,100,71,1,4/28/19 12:05,R_21bVkKqTYn8gDqT,,,,,41.84860229,-87.62879944,anonymous,EN,0,0,13.458,0,20,3,3,4,4,4,3,3,4,bad smile,3,3,2,6,7,33,1,1,,,,,,,,1,1
